,(PDH-CSV 4.0) (,\\YUUSUKE-VAIO\Memory\Available Bytes,\\YUUSUKE-VAIO\MSSQL$INS_NISHI2016:Memory Manager\Connection Memory (KB),\\YUUSUKE-VAIO\MSSQL$INS_NISHI2016:Memory Manager\Database Cache Memory (KB),\\YUUSUKE-VAIO\MSSQL$INS_NISHI2016:Memory Manager\Free Memory (KB),\\YUUSUKE-VAIO\MSSQL$INS_NISHI2016:Memory Manager\Granted Workspace Memory (KB),\\YUUSUKE-VAIO\MSSQL$INS_NISHI2016:Memory Manager\Lock Memory (KB),\\YUUSUKE-VAIO\MSSQL$INS_NISHI2016:Memory Manager\Optimizer Memory (KB),\\YUUSUKE-VAIO\MSSQL$INS_NISHI2016:Memory Manager\Reserved Server Memory (KB),\\YUUSUKE-VAIO\MSSQL$INS_NISHI2016:Memory Manager\SQL Cache Memory (KB),\\YUUSUKE-VAIO\MSSQL$INS_NISHI2016:Memory Manager\Stolen Server Memory (KB),\\YUUSUKE-VAIO\MSSQL$INS_NISHI2016:Memory Manager\Log Pool Memory (KB),\\YUUSUKE-VAIO\MSSQL$INS_NISHI2016:Memory Manager\Total Server Memory (KB),\\YUUSUKE-VAIO\MSSQL$INS_NISHI2016:Buffer Manager\Buffer cache hit ratio,\\YUUSUKE-VAIO\MSSQL$INS_NISHI2016:Buffer Manager\Page life expectancy,\\YUUSUKE-VAIO\MSSQL$INS_NISHI2016:Plan Cache(_Total)\Cache Hit Ratio,\\YUUSUKE-VAIO\MSSQL$INS_NISHI2016:Plan Cache(_Total)\Cache Pages
41,07/22/2016 20:49:50,1814861385,1120,69560,36896.28571,0,768,1008,0,1608,200189.7143,1400,306646,100,5574.5,55.11439128,385.0714286
42,07/22/2016 20:49:05,1823001454,1120,69560,36739.42857,0,768,1008,0,1608,200298.2857,1400,306597.7143,100,5589.428571,55.08413155,390.1428571
43,07/22/2016 20:50:20,1831141522,1120,69560,36582.57143,0,768,1008,0,1608,200406.8571,1400,306549.4286,100,5604.357143,55.05387182,395.2142857
44,07/22/2016 20:50:35,1839281591,1120,69560,36425.71429,0,768,1008,0,,200515.4286,1400,306501.1429,100,5619.285714,55.02361209,400.2857143
45,07/22/2016 20:50:50,1847421659,1120,69560,36268.85714,0,768,1008,0,1608,200624,1400,306452.8571,100,5634.214286,54.99335237,405.3571429
46,07/22/2016 20:50:05,1855561728,1120,69560,36112,0,768,1008,0,1608,200732.5714,1400,306404.5714,100,5649.142857,54.96309264,410.4285714
47,07/22/2016 20:51:20,1863701797,1120,69560,35955.14286,0,768,1008,0,1608,200841.1429,1400,306356.2857,100,5664.071429,54.93283291,415.5
48,07/22/2016 20:51:35,1871841865,1120,69560,35798.28571,0,768,1008,0,1608,200949.7143,1400,306308,100,5679,54.90257318,420.5714286
49,07/22/2016 20:51:50,1879981934,1120,69560,35641.42857,0,768,1008,0,1608,201058.2857,1400,306259.7143,100,5693.928571,54.87231345,425.6428571
50,07/22/2016 20:51:05,1888122002,1120,69560,35484.57143,0,768,1008,0,1608,201166.8571,1400,306211.4286,100,5708.857143,54.84205372,430.7142857
51,07/22/2016 20:52:20,1896262071,1120,69560,35327.71429,0,768,1008,0,,201275.4286,1400,306163.1429,100,5723.785714,54.81179399,435.7857143
52,07/22/2016 20:52:35,1904402139,1120,69560,35170.85714,0,768,1008,0,1608,201384,1400,306114.8571,100,5738.714286,54.78153426,440.8571429
53,07/22/2016 20:52:50,1912542208,1120,69560,35014,0,768,1008,0,1608,201492.5714,1400,306066.5714,100,5753.642857,54.75127453,445.9285714
54,07/22/2016 20:52:05,1920682277,1120,69560,34857.14286,0,768,1008,0,1608,201601.1429,1400,306018.2857,100,5768.571429,54.7210148,451
55,07/22/2016 20:53:20,1928822345,1120,69560,34700.28571,0,768,1008,0,1608,201709.7143,1400,305970,100,5783.5,54.69075507,456.0714286
56,07/22/2016 20:53:50,1936962414,1120,69560,34543.42857,0,768,1008,0,1608,201818.2857,1400,305921.7143,100,5798.428571,54.66049534,461.1428571
57,07/22/2016 20:53:05,1945102482,1120,69560,34386.57143,0,768,1008,0,1608,201926.8571,1400,305873.4286,100,5813.357143,54.63023561,466.2142857
58,07/22/2016 20:53:20,1953242551,1120,69560,34229.71429,0,768,1008,0,,202035.4286,1400,305825.1429,100,5828.285714,54.59997588,471.2857143
59,07/22/2016 20:54:35,1961382619,1120,69560,34072.85714,0,768,1008,0,1608,202144,1400,305776.8571,100,5843.214286,54.56971615,476.3571429
60,07/22/2016 20:54:50,1969522688,1120,69560,33916,0,768,1008,0,1608,202252.5714,1400,305728.5714,100,5858.142857,54.53945642,481.4285714
61,07/22/2016 20:54:05,1977662757,1120,69560,33759.14286,0,768,1008,0,1608,202361.1429,1400,305680.2857,100,5873.071429,54.50919669,486.5
62,07/22/2016 20:54:20,1985802825,1120,69560,33602.28571,0,768,1008,0,1608,202469.7143,1400,305632,100,5888,54.47893696,491.5714286
63,07/22/2016 20:55:35,1993942894,1120,69560,33445.42857,0,768,1008,0,1608,202578.2857,1400,305583.7143,100,5902.928571,54.44867723,496.6428571
64,07/22/2016 20:55:50,2002082962,1120,69560,33288.57143,0,768,1008,0,1608,202686.8571,1400,305535.4286,100,5917.857143,54.4184175,501.7142857
65,07/22/2016 20:55:05,2010223031,1120,69560,33131.71429,0,768,1008,0,,202795.4286,1400,305487.1429,100,5932.785714,54.38815778,506.7857143
66,07/22/2016 20:55:20,2018363099,1120,69560,32974.85714,0,768,1008,0,1608,202904,1400,305438.8571,100,5947.714286,54.35789805,511.8571429
67,07/22/2016 20:56:35,2026503168,1120,69560,32818,0,768,1008,0,1608,203012.5714,1400,305390.5714,100,5962.642857,54.32763832,516.9285714
68,07/22/2016 20:56:50,2034643237,1120,69560,32661.14286,0,768,1008,0,1608,203121.1429,1400,305342.2857,100,5977.571429,54.29737859,522
69,07/22/2016 20:56:05,2042783305,1120,69560,32504.28571,0,768,1008,0,1608,203229.7143,1400,305294,100,5992.5,54.26711886,527.0714286
70,07/22/2016 20:56:20,2050923374,1120,69560,32347.42857,0,768,1008,0,1608,203338.2857,1400,305245.7143,100,6007.428571,54.23685913,532.1428571
71,07/22/2016 20:57:35,2059063442,1120,69560,32190.57143,0,768,1008,0,1608,203446.8571,1400,305197.4286,100,6022.357143,54.2065994,537.2142857
72,07/22/2016 20:57:50,2067203511,1120,69560,32033.71429,0,768,1008,0,,203555.4286,1400,305149.1429,100,6037.285714,54.17633967,542.2857143
73,07/22/2016 20:57:05,2075343579,1120,69560,31876.85714,0,768,1008,0,1608,203664,1400,305100.8571,100,6052.214286,54.14607994,547.3571429
74,07/22/2016 20:57:20,2083483648,1120,69560,31720,0,768,1008,0,1608,203772.5714,1400,305052.5714,100,6067.142857,54.11582021,552.4285714
75,07/22/2016 20:58:35,2091623717,1120,69560,31563.14286,0,768,1008,0,1608,203881.1429,1400,305004.2857,100,6082.071429,54.08556048,557.5
76,07/22/2016 20:58:50,2099763785,1120,69560,31406.28571,0,768,1008,0,1608,203989.7143,1400,304956,100,6097,54.05530075,562.5714286
77,07/22/2016 20:58:05,2107903854,1120,69560,31249.42857,0,768,1008,0,1608,204098.2857,1400,304907.7143,100,6111.928571,54.02504102,567.6428571
78,07/22/2016 20:58:20,2116043922,1120,69560,31092.57143,0,768,1008,0,1608,204206.8571,1400,304859.4286,100,6126.857143,53.99478129,572.7142857
79,07/22/2016 20:59:50,2124183991,1120,69560,30935.71429,0,768,1008,0,,204315.4286,1400,304811.1429,100,6141.785714,53.96452156,577.7857143
80,07/22/2016 20:59:05,2132324059,1120,69560,30778.85714,0,768,1008,0,1608,204424,1400,304762.8571,100,6156.714286,53.93426183,582.8571429
81,07/22/2016 20:59:20,2140464128,1120,69560,30622,0,768,1008,0,1608,204532.5714,1400,304714.5714,100,6171.642857,53.9040021,587.9285714
82,07/22/2016 20:59:35,2148604197,1120,69560,30465.14286,0,768,1008,0,1608,204641.1429,1400,304666.2857,100,6186.571429,53.87374237,593
83,07/22/2016 21:00:50,2156744265,1120,69560,30308.28571,0,768,1008,0,1608,204749.7143,1400,304618,100,6201.5,53.84348264,598.0714286
84,07/22/2016 21:00:05,2164884334,1120,69560,30151.42857,0,768,1008,0,1608,204858.2857,1400,304569.7143,100,6216.428571,53.81322292,603.1428571
85,07/22/2016 21:00:20,2173024402,1120,69560,29994.57143,0,768,1008,0,1608,204966.8571,1400,304521.4286,100,6231.357143,53.78296319,608.2142857
86,07/22/2016 21:00:35,2181164471,1120,69560,29837.71429,0,768,1008,0,,205075.4286,1400,304473.1429,100,6246.285714,53.75270346,613.2857143
87,07/22/2016 21:01:50,2189304539,1120,69560,50000,0,768,1008,0,1608,205184,1400,304424.8571,100,6261.214286,53.72244373,618.3571429
88,07/22/2016 21:01:05,2197444608,1120,69560,34039.36508,0,768,1008,0,1608,205292.5714,1400,304376.5714,100,6276.142857,53.692184,623.4285714
89,07/22/2016 21:01:20,2205584677,1120,69560,34238.98413,0,768,1008,0,1608,205401.1429,1400,304328.2857,100,6291.071429,53.66192427,628.5
90,07/22/2016 21:01:35,2213724745,1120,69560,34438.60317,0,768,1008,0,1608,205509.7143,1400,304280,100,6306,53.63166454,633.5714286
91,07/22/2016 21:02:50,2221864814,1120,69560,34638.22222,0,768,1008,0,1608,205618.2857,1400,304231.7143,100,6320.928571,53.60140481,638.6428571
92,07/22/2016 21:02:05,2230004882,1120,69560,34837.84127,0,768,1008,0,1608,205726.8571,1400,304183.4286,100,6335.857143,53.57114508,643.7142857
93,07/22/2016 21:02:20,2238144951,1120,69560,35037.46032,0,768,1008,0,,205835.4286,1400,304135.1429,100,6350.785714,53.54088535,648.7857143
94,07/22/2016 21:02:35,2246285019,1120,69560,35237.07937,0,768,1008,0,1608,205944,1400,304086.8571,100,6365.714286,53.51062562,653.8571429
95,07/22/2016 21:03:50,2254425088,1120,69560,35436.69841,0,768,1008,0,1608,206052.5714,1400,304038.5714,100,6380.642857,53.48036589,658.9285714
96,07/22/2016 21:03:05,2262565157,1120,69560,35636.31746,0,768,1008,0,1608,206161.1429,1400,303990.2857,100,6395.571429,53.45010616,664
97,07/22/2016 21:03:20,2270705225,1120,69560,35835.93651,0,768,1008,0,1608,206269.7143,1400,303942,100,6410.5,53.41984643,669.0714286
98,07/22/2016 21:03:35,2278845294,1120,69560,36035.55556,0,768,1008,0,1608,206378.2857,1400,303893.7143,100,6425.428571,53.3895867,674.1428571
99,07/22/2016 21:04:50,2286985362,1120,69560,36235.1746,0,768,1008,0,1608,206486.8571,1400,303845.4286,100,6440.357143,53.35932697,679.2142857
100,07/22/2016 21:04:05,2295125431,1120,69560,36434.79365,0,768,1008,0,,206595.4286,1400,303797.1429,100,6455.285714,53.32906724,684.2857143
101,07/22/2016 21:04:20,2303265499,1120,69560,36634.4127,0,768,1008,0,1608,206704,1400,303748.8571,100,6470.214286,53.29880751,689.3571429
102,07/22/2016 21:04:50,2311405568,1120,69560,36834.03175,0,768,1008,0,1608,206812.5714,1400,303700.5714,100,6485.142857,53.26854778,694.4285714
103,07/22/2016 21:05:05,2319545637,1120,69560,37033.65079,0,768,1008,0,1608,206921.1429,1400,303652.2857,100,6500.071429,53.23828806,699.5
104,07/22/2016 21:05:20,2327685705,1120,69560,37233.26984,0,768,1008,0,1608,207029.7143,1400,303604,100,6515,53.20802833,704.5714286
105,07/22/2016 21:05:35,2335825774,1120,69560,37432.88889,0,768,1008,0,1608,207138.2857,1400,303555.7143,100,6529.928571,53.1777686,709.6428571
106,07/22/2016 21:05:50,2343965842,1120,69560,37632.50794,0,768,1008,0,1608,207246.8571,1400,303507.4286,100,6544.857143,53.14750887,714.7142857
107,07/22/2016 21:06:05,2352105911,1120,69560,37832.12698,0,768,1008,0,,207355.4286,1400,303459.1429,100,6559.785714,53.11724914,719.7857143
108,07/22/2016 21:06:20,2360245979,1120,69560,38031.74603,0,768,1008,0,1608,207464,1400,303410.8571,100,6574.714286,53.08698941,724.8571429
109,07/22/2016 21:06:35,2368386048,1120,69560,38231.36508,0,768,1008,0,1608,207572.5714,1400,303362.5714,100,6589.642857,53.05672968,729.9285714
110,07/22/2016 21:06:50,2376526117,1120,69560,38430.98413,0,768,1008,0,1608,207681.1429,1400,303314.2857,100,6604.571429,53.02646995,735
111,07/22/2016 21:07:05,2384666185,1120,69560,38630.60317,0,768,1008,0,1608,207789.7143,1400,303266,100,6619.5,52.99621022,740.0714286
112,07/22/2016 21:07:20,2392806254,1120,69560,38830.22222,0,768,1008,0,1608,207898.2857,1400,303217.7143,100,6634.428571,52.96595049,745.1428571
113,07/22/2016 21:07:35,2400946322,1120,69560,39029.84127,0,768,1008,0,1608,208006.8571,1400,303169.4286,100,6649.357143,52.93569076,750.2142857
114,07/22/2016 21:07:50,2409086391,1120,69560,39229.46032,0,768,1008,0,,208115.4286,1400,303121.1429,100,6664.285714,52.90543103,755.2857143
115,07/22/2016 21:08:05,2417226459,1120,69560,39429.07937,0,768,1008,0,1608,208224,1400,303072.8571,100,6679.214286,52.8751713,760.3571429
116,07/22/2016 21:08:20,2425366528,1120,69560,39628.69841,0,768,1008,0,1608,208332.5714,1400,303024.5714,100,6694.142857,52.84491157,765.4285714
117,07/22/2016 21:08:35,2433506597,1120,69560,39828.31746,0,768,1008,0,1608,208441.1429,1400,302976.2857,100,6709.071429,52.81465184,770.5
118,07/22/2016 21:08:50,2441646665,1120,69560,40027.93651,0,768,1008,0,1608,208549.7143,1400,302928,100,6724,52.78439211,775.5714286
119,07/22/2016 21:09:05,2449786734,1120,69560,40227.55556,0,768,1008,0,1608,208658.2857,1400,302879.7143,100,6738.928571,52.75413238,780.6428571
120,07/22/2016 21:09:20,2457926802,1120,69560,40427.1746,0,768,1008,0,1608,208766.8571,1400,302831.4286,100,6753.857143,52.72387265,785.7142857
121,07/22/2016 21:09:35,2466066871,1120,69560,40626.79365,0,768,1008,0,,208875.4286,1400,302783.1429,100,6768.785714,52.69361292,790.7857143
122,07/22/2016 21:09:50,2474206939,1120,69560,40826.4127,0,768,1008,0,1608,208984,1400,302734.8571,100,6783.714286,52.66335319,795.8571429
123,07/22/2016 21:10:05,2482347008,1120,69560,41026.03175,0,768,1008,0,1608,209092.5714,1400,302686.5714,100,6798.642857,52.63309347,800.9285714
124,07/22/2016 21:10:20,2490487077,1120,69560,41225.65079,0,768,1008,0,1608,209201.1429,1400,302638.2857,100,6813.571429,52.60283374,806
125,07/22/2016 21:10:50,2498627145,1120,69560,41425.26984,0,768,1008,0,1608,209309.7143,1400,302590,100,6828.5,52.57257401,811.0714286
126,07/22/2016 21:10:05,2506767214,1120,69560,41624.88889,0,768,1008,0,1608,209418.2857,1400,302541.7143,100,6843.428571,52.54231428,816.1428571
127,07/22/2016 21:11:20,2514907282,1120,69560,41824.50794,0,768,1008,0,1608,209526.8571,1400,302493.4286,100,6858.357143,52.51205455,821.2142857
128,07/22/2016 21:11:35,2523047351,1120,69560,42024.12698,0,768,1008,0,,209635.4286,1400,302445.1429,100,6873.285714,52.48179482,826.2857143
129,07/22/2016 21:11:50,2531187419,1120,69560,42223.74603,0,768,1008,0,1608,209744,1400,302396.8571,100,6888.214286,52.45153509,831.3571429
130,07/22/2016 21:11:05,2539327488,1120,69560,42423.36508,0,768,1008,0,1608,209852.5714,1400,302348.5714,100,6903.142857,52.42127536,836.4285714
131,07/22/2016 21:12:20,2547467557,1120,69560,42622.98413,0,768,1008,0,1608,209961.1429,1400,302300.2857,100,6918.071429,52.39101563,841.5
132,07/22/2016 21:12:35,2555607625,1120,69560,42822.60317,0,768,1008,0,1608,210069.7143,1400,302252,100,6933,52.3607559,846.5714286
133,07/22/2016 21:12:50,2563747694,1120,69560,43022.22222,0,768,1008,0,1608,210178.2857,1400,302203.7143,100,6947.928571,52.33049617,851.6428571
134,07/22/2016 21:12:05,2571887762,1120,69560,43221.84127,0,768,1008,0,1608,210286.8571,1400,302155.4286,100,6962.857143,52.30023644,856.7142857
135,07/22/2016 21:13:20,2580027831,1120,69560,43421.46032,0,768,1008,0,,210395.4286,1400,302107.1429,100,6977.785714,52.26997671,861.7857143
136,07/22/2016 21:13:35,2588167899,1120,69560,43621.07937,0,768,1008,0,1608,210504,1400,302058.8571,100,6992.714286,52.23971698,866.8571429
137,07/22/2016 21:13:50,2596307968,1120,69560,43820.69841,0,768,1008,0,1608,210612.5714,1400,302010.5714,100,7007.642857,52.20945725,871.9285714
138,07/22/2016 21:13:05,2604448037,1120,69560,44020.31746,0,768,1008,0,1608,210721.1429,1400,301962.2857,100,7022.571429,52.17919752,877
139,07/22/2016 21:14:20,2612588105,1120,69560,44219.93651,0,768,1008,0,1608,210829.7143,1400,301914,100,7037.5,52.14893779,882.0714286
140,07/22/2016 21:14:35,2620728174,1120,69560,44419.55556,0,768,1008,0,1608,210938.2857,1400,301865.7143,100,7052.428571,52.11867806,887.1428571
141,07/22/2016 21:14:50,2628868242,1120,69560,44619.1746,0,768,1008,0,1608,211046.8571,1400,301817.4286,100,7067.357143,52.08841833,892.2142857
142,07/22/2016 21:14:05,2637008311,1120,69560,44818.79365,0,768,1008,0,,211155.4286,1400,301769.1429,100,7082.285714,52.05815861,897.2857143
143,07/22/2016 21:15:20,2645148379,1120,69560,45018.4127,0,768,1008,0,1608,211264,1400,301720.8571,100,7097.214286,52.02789888,902.3571429
144,07/22/2016 21:15:35,2653288448,1120,69560,45218.03175,0,768,1008,0,1608,211372.5714,1400,301672.5714,100,7112.142857,51.99763915,907.4285714
145,07/22/2016 21:15:50,2661428517,1120,69560,45417.65079,0,768,1008,0,1608,211481.1429,1400,301624.2857,100,7127.071429,51.96737942,912.5
146,07/22/2016 21:15:05,2669568585,1120,69560,45617.26984,0,768,1008,0,1608,211589.7143,1400,301576,100,7142,51.93711969,917.5714286
147,07/22/2016 21:16:20,2677708654,1120,69560,45816.88889,0,768,1008,0,1608,211698.2857,1400,301527.7143,100,7156.928571,51.90685996,922.6428571
148,07/22/2016 21:16:50,2685848722,1120,69560,46016.50794,0,768,1008,0,1608,211806.8571,1400,301479.4286,100,7171.857143,51.87660023,927.7142857
149,07/22/2016 21:16:05,2693988791,1120,69560,46216.12698,0,768,1008,0,,211915.4286,1400,301431.1429,100,7186.785714,51.8463405,932.7857143
150,07/22/2016 21:16:20,2702128859,1120,69560,46415.74603,0,768,1008,0,1608,212024,1400,301382.8571,100,7201.714286,51.81608077,937.8571429
151,07/22/2016 21:17:35,2710268928,1120,69560,46615.36508,0,768,1008,0,1608,212132.5714,1400,301334.5714,100,7216.642857,51.78582104,942.9285714
152,07/22/2016 21:17:50,2718408997,1120,69560,46814.98413,0,768,1008,0,1608,212241.1429,1400,301286.2857,100,7231.571429,51.75556131,948
153,07/22/2016 21:17:05,2726549065,1120,69560,47014.60317,0,768,1008,0,1608,212349.7143,1400,301238,100,7246.5,51.72530158,953.0714286
154,07/22/2016 21:17:20,2734689134,1120,69560,47214.22222,0,768,1008,0,1608,212458.2857,1400,301189.7143,100,7261.428571,51.69504185,958.1428571
155,07/22/2016 21:18:35,2742829202,1120,69560,47413.84127,0,768,1008,0,1608,212566.8571,1400,301141.4286,100,7276.357143,51.66478212,963.2142857
156,07/22/2016 21:18:50,2750969271,1120,69560,47613.46032,0,768,1008,0,,212675.4286,1400,301093.1429,100,7291.285714,51.63452239,968.2857143
157,07/22/2016 21:18:05,2759109339,1120,69560,47813.07937,0,768,1008,0,1608,212784,1400,301044.8571,100,7306.214286,51.60426266,973.3571429
158,07/22/2016 21:18:20,2767249408,1120,69560,48012.69841,0,768,1008,0,1608,212892.5714,1400,300996.5714,100,7321.142857,51.57400293,978.4285714
159,07/22/2016 21:19:35,2775389477,1120,69560,48212.31746,0,768,1008,0,1608,213001.1429,1400,300948.2857,100,7336.071429,51.5437432,983.5
160,07/22/2016 21:19:50,2783529545,1120,69560,48411.93651,0,768,1008,0,1608,213109.7143,1400,300900,100,7351,51.51348347,988.5714286
161,07/22/2016 21:19:05,2791669614,1120,69560,48611.55556,0,768,1008,0,1608,213218.2857,1400,300851.7143,100,7365.928571,51.48322375,993.6428571
162,07/22/2016 21:19:20,2799809682,1120,69560,48811.1746,0,768,1008,0,1608,213326.8571,1400,300803.4286,100,7380.857143,51.45296402,998.7142857
163,07/22/2016 21:20:35,2807949751,1120,69560,49010.79365,0,768,1008,0,,213435.4286,1400,300755.1429,100,7395.785714,51.42270429,1003.785714
164,07/22/2016 21:20:50,2816089819,1120,69560,49210.4127,0,768,1008,0,1608,213544,1400,300706.8571,100,7410.714286,51.39244456,1008.857143
